,Id,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,built_in_SF,MS Zoning_score,neighborhood_score,access,location_score
10,1044,160,21.0,1680,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,5,1971,1971,0.0,1.0,0.0,0.0,0.0,232.0,3,3,0.0,3,3,0.0,1.0,387.0,0.0,0.0,96.0,483.0,1.0,3,0.0,0.0,483,504,0,987,0.0,0.0,1,1,2,1,3,4,0.0,0,0.0,1971.0,0.0,1.0,264.0,3,3,0.0,0,0,0,0,0,0,0,7,2008,1.0,85400,1470.0,5,3,0,8
11,2752,20,64.0,7488,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,2005,2005,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0,4,3,1.0,0.0,393.0,0.0,0.0,815.0,1208.0,1.0,5,0.0,0.0,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,0.0,0,0.0,2005.0,0.0,2.0,632.0,3,3,0.0,105,58,0,0,0,0,0,2,2006,0.0,183600,2579.0,4,5,0,9
12,807,70,120.0,26400,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,7,1880,2007,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,0.0,1,0.0,1900.0,0.0,2.0,576.0,3,3,0.0,0,0,0,0,0,0,0,6,2009,0.0,131000,2016.0,4,4,-1,7
13,1177,160,24.0,2645,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,5,1999,2000,0.0,1.0,0.0,0.0,0.0,456.0,4,3,0.0,4,3,0.0,0.0,813.0,0.0,0.0,147.0,960.0,1.0,5,0.0,0.0,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,0.0,0,0.0,2000.0,0.0,2.0,480.0,3,3,0.0,169,0,0,0,0,0,0,12,2008,0.0,200000,2736.0,7,6,0,13
14,1480,20,74.0,9627,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,2007,2007,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0,4,3,1.0,0.0,24.0,0.0,0.0,1327.0,1351.0,1.0,5,0.0,0.0,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,0.0,0,0.0,2007.0,0.0,2.0,610.0,3,3,0.0,0,50,0,0,0,0,0,6,2008,0.0,193000,2762.0,4,5,0,9
15,324,20,93.0,10114,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,2004,2005,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,5,3,1.0,0.0,0.0,0.0,0.0,1430.0,1430.0,1.0,5,0.0,0.0,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,0.0,0,0.0,2004.0,0.0,2.0,624.0,3,3,0.0,0,0,0,0,0,0,0,3,2010,0.0,173500,2860.0,4,3,0,7
16,1311,70,34.0,4571,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1916,1950,0.0,1.0,1.0,1.0,0.0,0.0,3,3,1.0,3,3,0.0,0.0,0.0,0.0,0.0,624.0,624.0,1.0,2,1.0,0.0,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,0.0,0,0.0,1916.0,0.0,3.0,513.0,2,2,0.0,0,0,96,0,0,0,0,5,2008,1.0,98000,2064.0,5,1,0,6
17,770,20,80.0,8816,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,6,1963,1963,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,651.0,0.0,0.0,470.0,1121.0,1.0,3,0.0,0.0,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1963.0,0.0,2.0,480.0,3,3,0.0,0,80,0,0,0,0,0,6,2009,0.0,139000,2322.0,4,3,-1,6
18,2063,20,71.0,8197,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,5,1977,1977,0.0,1.0,0.0,0.0,0.0,148.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,660.0,660.0,1.0,5,0.0,0.0,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,0.0,1,0.0,1977.0,0.0,2.0,528.0,3,3,0.0,138,0,0,0,0,0,0,4,2007,0.0,143500,2083.0,4,3,0,7
19,69,60,72.0,8640,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,2009,2009,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,24.0,0.0,0.0,732.0,756.0,1.0,5,0.0,0.0,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,0.0,0,0.0,2009.0,0.0,2.0,614.0,3,3,0.0,169,45,0,0,0,0,0,6,2010,0.0,215200,2517.0,7,6,0,13
20,2062,20,109.0,8724,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1968,1968,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,492.0,0.0,0.0,402.0,894.0,1.0,4,0.0,0.0,894,0,0,894,0.0,0.0,1,0,3,1,3,5,0.0,1,0.0,1968.0,1.0,2.0,450.0,3,3,0.0,0,0,0,0,0,0,0,5,2007,0.0,129000,1788.0,4,3,0,7
21,351,120,40.0,5664,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8,5,2000,2000,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0,4,3,0.0,0.0,1158.0,0.0,0.0,343.0,1501.0,1.0,5,0.0,0.0,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,0.0,1,0.0,2000.0,1.0,2.0,499.0,3,3,0.0,212,59,0,0,0,0,0,10,2009,0.0,278000,3431.0,4,7,0,11
22,2393,60,103.0,12867,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8,5,2005,2006,0.0,1.0,0.0,0.0,0.0,99.69590931493346,4,3,0.0,5,3,1.0,0.0,0.0,0.0,0.0,1209.0,1209.0,1.0,5,0.0,0.0,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,0.0,1,0.0,2005.0,1.0,2.0,575.0,3,3,0.0,243,142,0,0,0,0,0,7,2006,0.0,344133,3847.0,4,7,0,11
23,12,20,73.38502673796792,7980,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6,7,1992,2007,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,4,3,0.0,1.0,935.0,0.0,0.0,233.0,1168.0,1.0,5,0.0,0.0,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,0.0,0,0.0,1992.0,1.0,2.0,420.0,3,3,0.0,483,21,0,0,0,0,500,3,2010,0.0,185000,2859.0,4,5,0,9
24,2339,190,100.0,34650,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5,5,1955,1955,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,1056.0,0.0,0.0,0.0,1056.0,1.0,3,1.0,0.0,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1955.0,1.0,2.0,572.0,3,3,0.0,264,0,0,0,0,0,0,1,2006,0.0,145000,2376.0,4,5,0,9
25,624,20,92.0,10573,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6,6,1961,1961,0.0,1.0,0.0,0.0,0.0,3.0,3,3,0.0,3,3,0.0,0.0,1312.0,0.0,0.0,141.0,1453.0,1.0,5,0.0,0.0,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,0.0,1,0.0,1961.0,0.0,2.0,530.0,3,3,0.0,0,49,0,0,288,0,0,4,2009,0.0,187500,3243.0,4,3,0,7
26,86,20,65.0,8450,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,8,1965,2009,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,3,3,0.0,0.0,553.0,0.0,117.0,224.0,894.0,1.0,5,0.0,0.0,894,0,0,894,1.0,0.0,1,0,3,1,3,5,0.0,1,0.0,1973.0,0.0,1.0,336.0,3,3,0.0,416,144,0,0,0,0,0,4,2010,0.0,138500,2348.0,4,3,-1,6
27,1534,50,73.38502673796792,11700,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5,6,1937,1995,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,606.0,0.0,0.0,336.0,942.0,1.0,5,0.0,0.0,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,0.0,1,0.0,1937.0,0.0,1.0,240.0,3,3,0.0,0,40,0,0,0,0,0,7,2008,0.0,198000,2920.0,4,5,0,9
28,2243,190,75.0,8250,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,6,1895,2006,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,3,3,0.0,0.0,0.0,0.0,0.0,957.0,957.0,1.0,2,1.0,0.0,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,0.0,0,0.0,1978.7077955601446,0.0,0.0,0.0,3,3,1.0,0,0,133,0,0,0,0,6,2007,0.0,119600,3081.0,3,1,-1,3
29,1957,50,60.0,8064,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,7,1949,2006,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,3,3,0.0,0.0,0.0,0.0,0.0,672.0,672.0,1.0,5,0.0,0.0,672,252,0,924,0.0,0.0,1,0,3,1,3,6,0.0,1,0.0,2003.0,0.0,2.0,576.0,3,3,0.0,0,0,0,0,0,0,2000,7,2007,0.0,122900,1596.0,4,3,-1,6
30,380,20,80.0,9600,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8,5,1981,1981,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,4,3,0.0,1.0,1104.0,0.0,0.0,1420.0,2524.0,1.0,3,0.0,0.0,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,0.0,1,0.0,1981.0,1.0,2.0,542.0,3,3,0.0,474,120,0,0,0,0,0,7,2009,0.0,278000,5642.0,4,3,1,8
31,2860,70,73.38502673796792,11435,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8,7,1929,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,792.0,792.0,1.0,2,0.0,0.0,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,0.0,2,0.0,1931.0,0.0,2.0,400.0,3,3,0.0,0,0,0,0,0,0,0,6,2006,0.0,230000,2309.0,4,5,0,9
32,2517,120,30.0,9549,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8,5,1995,1996,0.0,1.0,0.0,0.0,0.0,0.0,4,4,0.0,4,4,1.0,0.0,437.0,0.0,1057.0,0.0,1494.0,1.0,5,0.0,0.0,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,0.0,1,0.0,1995.0,1.0,2.0,481.0,3,3,0.0,0,30,0,0,216,0,0,4,2006,0.0,270000,3234.0,4,5,0,9
33,1933,20,60.0,10950,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,6,1952,1952,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,441.0,0.0,0.0,507.0,948.0,1.0,3,0.0,0.0,948,0,0,948,0.0,0.0,1,0,2,1,3,5,0.0,0,0.0,1952.0,0.0,2.0,410.0,3,3,1.0,0,48,0,0,0,0,0,4,2007,0.0,125000,1944.0,4,3,0,7
34,820,20,79.0,10637,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8,5,2007,2008,0.0,1.0,0.0,0.0,0.0,336.0,4,3,0.0,5,3,0.0,0.0,1288.0,0.0,0.0,417.0,1705.0,1.0,5,0.0,0.0,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,0.0,1,0.0,2007.0,0.0,3.0,826.0,3,3,0.0,208,44,0,0,0,0,0,9,2009,0.0,297000,3675.0,4,5,0,9
35,675,20,80.0,9000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,6,1958,1958,1.0,0.0,0.0,0.0,0.0,82.0,3,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,160.0,160.0,1.0,2,0.0,0.0,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,0.0,1,0.0,1958.0,0.0,1.0,384.0,3,3,0.0,0,28,64,0,0,0,0,4,2009,0.0,113500,1394.0,4,3,0,7
36,2910,160,41.0,2665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,6,1977,1977,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,548.0,0.0,173.0,36.0,757.0,1.0,5,0.0,0.0,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,0.0,1,0.0,1977.0,0.0,1.0,336.0,3,3,0.0,104,26,0,0,0,0,0,7,2006,0.0,127000,2362.0,5,1,0,6
37,21,20,105.0,11751,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6,6,1977,1977,0.0,1.0,0.0,0.0,0.0,480.0,3,3,0.0,4,3,0.0,0.0,705.0,0.0,0.0,1139.0,1844.0,1.0,5,0.0,0.0,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,0.0,1,0.0,1977.0,0.0,2.0,546.0,3,3,0.0,0,122,0,0,0,0,0,1,2010,1.0,190000,3810.0,4,3,0,7
38,1873,20,80.0,9600,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7,6,1973,1973,0.0,1.0,0.0,0.0,0.0,320.0,3,3,0.0,3,3,0.0,1.0,916.0,0.0,0.0,326.0,1242.0,1.0,2,0.0,0.0,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,0.0,1,0.0,1973.0,0.0,2.0,528.0,3,3,0.0,0,0,0,0,0,0,0,9,2007,0.0,175500,2484.0,4,3,0,7
39,2125,20,60.0,8428,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,7,1994,1994,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,4,4,0.0,0.0,420.0,0.0,0.0,570.0,990.0,1.0,5,0.0,0.0,990,0,0,990,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1995.0,0.0,1.0,384.0,3,3,0.0,256,0,0,0,0,0,0,7,2007,0.0,146000,2236.0,4,5,0,9
40,1489,20,75.0,9937,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1965,1965,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0,3,3,0.0,0.0,830.0,0.0,290.0,136.0,1256.0,1.0,4,0.0,0.0,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,0.0,0,0.0,1965.0,1.0,1.0,276.0,3,3,0.0,736,68,0,0,0,0,0,6,2008,0.0,147500,3316.0,4,2,0,6
41,2383,20,107.0,13891,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10,5,2006,2006,0.0,1.0,0.0,0.0,0.0,99.69590931493346,5,3,0.0,5,4,0.0,0.0,1386.0,0.0,0.0,690.0,2076.0,1.0,5,0.0,0.0,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,0.0,1,0.0,2006.0,1.0,3.0,850.0,3,3,0.0,216,229,0,0,0,0,0,9,2006,0.0,465000,4597.0,4,7,0,11
42,983,85,73.38502673796792,9101,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5,6,1978,1978,0.0,1.0,0.0,0.0,0.0,104.0,3,4,0.0,4,3,1.0,0.0,1097.0,0.0,0.0,0.0,1097.0,1.0,5,0.0,0.0,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,0.0,1,0.0,1978.0,1.0,2.0,602.0,3,3,0.0,303,30,0,0,0,0,0,7,2009,0.0,165500,2540.0,4,3,0,7
43,1325,50,81.0,12150,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5,5,1954,1954,0.0,1.0,0.0,0.0,0.0,335.0,3,3,1.0,3,3,0.0,0.0,0.0,0.0,0.0,1050.0,1050.0,1.0,5,1.0,0.0,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,0.0,0,0.0,1954.0,0.0,1.0,352.0,2,3,0.0,0,0,0,0,0,0,0,11,2008,0.0,131500,2845.0,5,1,0,6
44,1378,20,70.0,11200,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1965,1965,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,906.0,0.0,0.0,134.0,1040.0,1.0,5,0.0,0.0,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1965.0,0.0,1.0,384.0,3,3,0.0,0,0,0,0,0,0,0,2,2008,0.0,129500,2080.0,4,3,0,7
45,1537,70,100.0,9670,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,6,1935,1950,0.0,1.0,0.0,0.0,0.0,40.0,3,3,0.0,3,2,0.0,0.0,210.0,0.0,0.0,398.0,608.0,1.0,3,0.0,0.0,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,0.0,2,0.0,1935.0,1.0,2.0,786.0,2,3,0.0,0,0,207,0,0,0,0,6,2008,0.0,257076,2688.0,4,5,0,9
46,905,50,60.0,10998,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5,5,1941,1960,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,408.0,0.0,420.0,156.0,984.0,1.0,5,0.0,0.0,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,0.0,0,0.0,1977.0,0.0,2.0,660.0,3,3,0.0,0,68,0,0,0,0,0,7,2009,0.0,117000,2656.0,4,2,0,6
47,1532,70,60.0,7200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,6,1931,2000,0.0,1.0,0.0,0.0,0.0,0.0,3,2,1.0,4,3,0.0,0.0,0.0,0.0,0.0,776.0,776.0,1.0,3,0.0,0.0,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,0.0,1,0.0,1931.0,0.0,1.0,270.0,3,3,0.0,0,0,112,0,0,0,0,2,2008,0.0,149000,2390.0,4,5,0,9
48,132,20,80.0,9920,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1954,1954,0.0,1.0,0.0,0.0,0.0,110.0,3,3,0.0,3,3,0.0,0.0,354.0,0.0,290.0,412.0,1056.0,1.0,3,0.0,0.0,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,0.0,0,0.0,1954.0,0.0,1.0,280.0,3,3,0.0,0,0,164,0,0,0,0,2,2010,0.0,128000,2283.0,4,3,0,7
49,1078,160,36.0,2448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,5,2003,2004,0.0,1.0,0.0,0.0,0.0,106.0,4,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,764.0,764.0,1.0,5,0.0,0.0,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,0.0,0,0.0,2003.0,0.0,2.0,474.0,3,3,0.0,0,27,0,0,0,0,0,10,2008,0.0,155000,2417.0,4,7,0,11
50,2511,160,59.36363636363637,2998,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,5,2000,2000,0.0,1.0,0.0,0.0,0.0,513.0,4,3,0.0,4,3,0.0,0.0,353.0,0.0,0.0,403.0,756.0,1.0,5,0.0,0.0,768,756,0,1524,0.0,0.0,2,1,2,1,4,4,0.0,0,0.0,2000.0,0.0,2.0,440.0,3,3,0.0,0,32,0,0,0,0,0,6,2006,0.0,166000,2312.0,7,6,0,13
51,912,50,65.0,7804,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4,3,1928,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1.0,3,3,0.0,0.0,622.0,0.0,0.0,500.0,1122.0,1.0,3,0.0,0.0,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,0.0,2,0.0,1981.0,0.0,2.0,576.0,3,3,0.0,431,44,0,0,0,0,0,12,2009,0.0,135000,3578.0,4,1,0,5
52,2351,60,80.0,16692,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,1978,1978,0.0,1.0,0.0,0.0,0.0,184.0,3,3,0.0,4,3,0.0,0.0,790.0,0.0,469.0,133.0,1392.0,1.0,3,0.0,0.0,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,0.0,2,0.0,1978.0,0.0,2.0,564.0,3,3,0.0,0,112,0,0,440,519,2000,7,2006,0.0,250000,4728.0,4,3,-1,6
