,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,built_in_SF,built_in_ppsf,land_ppsf,MS Zoning_score,neighborhood_score,access,location_score
24,2339,190,RL,100.0,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,1955.0,Fin,2.0,572.0,3,3,Y,264,0,0,0,0,0,0,1,2006,WD ,145000,2376.0,61.02693602693603,4.184704184704184,4,5,0,9
25,624,20,RL,92.0,10573,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,5,Y,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,Typ,1,Attchd,1961.0,RFn,2.0,530.0,3,3,Y,0,49,0,0,288,0,0,4,2009,WD ,187500,3243.0,57.816836262719704,17.733850373593114,4,3,0,7
26,86,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,5,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,1,Detchd,1973.0,Unf,1.0,336.0,3,3,Y,416,144,0,0,0,0,0,4,2010,WD ,138500,2348.0,58.98637137989778,16.390532544378697,4,3,-1,6
27,1534,50,RL,73.38502673796792,11700,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,5,Y,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,Min2,1,Detchd,1937.0,Unf,1.0,240.0,3,3,Y,0,40,0,0,0,0,0,7,2008,WD ,198000,2920.0,67.8082191780822,16.923076923076923,4,5,0,9
28,2243,190,C (all),75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,No,Unf,0.0,Unf,0.0,957.0,957.0,GasA,2,N,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,Typ,0,Attchd,1978.7077955601446,Unf,0.0,0.0,3,3,N,0,0,133,0,0,0,0,6,2007,WD ,119600,3081.0,38.81856540084388,14.496969696969696,3,1,-1,3
29,1957,50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,Mn,Unf,0.0,Unf,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3,6,Typ,1,Detchd,2003.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,2000,7,2007,WD ,122900,1596.0,77.00501253132832,15.240575396825397,4,3,-1,6
30,380,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,No,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,3,Y,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,1981.0,Fin,2.0,542.0,3,3,Y,474,120,0,0,0,0,0,7,2009,WD ,278000,5642.0,49.27330733782347,28.958333333333332,4,3,1,8
31,2860,70,RL,73.38502673796792,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,2,Y,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,Typ,2,Detchd,1931.0,Unf,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD ,230000,2309.0,99.6102208748376,20.113686051595977,4,5,0,9
32,2517,120,RL,30.0,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,Typ,1,Attchd,1995.0,Fin,2.0,481.0,3,3,Y,0,30,0,0,216,0,0,4,2006,WD ,270000,3234.0,83.48794063079778,28.275212064090482,4,5,0,9
33,1933,20,RL,60.0,10950,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,3,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,1952.0,Unf,2.0,410.0,3,3,N,0,48,0,0,0,0,0,4,2007,WD ,125000,1944.0,64.30041152263375,11.415525114155251,4,3,0,7
34,820,20,RL,79.0,10637,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5,3,Gd,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,5,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,2007.0,RFn,3.0,826.0,3,3,Y,208,44,0,0,0,0,0,9,2009,WD ,297000,3675.0,80.81632653061224,27.921406411582215,4,5,0,9
35,675,20,RL,80.0,9000,Pave,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,2,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,Typ,1,Basment,1958.0,RFn,1.0,384.0,3,3,Y,0,28,64,0,0,0,0,4,2009,WD ,113500,1394.0,81.42037302725969,12.61111111111111,4,3,0,7
36,2910,160,RM,41.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,3,3,No,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,5,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,Attchd,1977.0,RFn,1.0,336.0,3,3,Y,104,26,0,0,0,0,0,7,2006,WD ,127000,2362.0,53.7679932260796,47.65478424015009,5,1,0,6
37,21,20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,No,BLQ,705.0,Unf,0.0,1139.0,1844.0,GasA,5,Y,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,Typ,1,Attchd,1977.0,RFn,2.0,546.0,3,3,Y,0,122,0,0,0,0,0,1,2010,COD,190000,3810.0,49.86876640419948,16.168836694749384,4,3,0,7
38,1873,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,No,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,2,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,Attchd,1973.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,9,2007,WD ,175500,2484.0,70.65217391304348,18.28125,4,3,0,7
39,2125,20,RL,60.0,8428,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,No,GLQ,420.0,Unf,0.0,570.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,Typ,0,Detchd,1995.0,Unf,1.0,384.0,3,3,Y,256,0,0,0,0,0,0,7,2007,WD ,146000,2236.0,65.29516994633273,17.323208353108686,4,5,0,9
40,1489,20,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,4,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,Typ,0,Attchd,1965.0,Fin,1.0,276.0,3,3,Y,736,68,0,0,0,0,0,6,2008,WD ,147500,3316.0,44.48130277442702,14.84351413907618,4,2,0,6
41,2383,20,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,99.69590931493346,5,3,PConc,5,4,Gd,GLQ,1386.0,Unf,0.0,690.0,2076.0,GasA,5,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,Typ,1,Attchd,2006.0,Fin,3.0,850.0,3,3,Y,216,229,0,0,0,0,0,9,2006,New,465000,4597.0,101.15292582118774,33.47491181340436,4,7,0,11
42,983,85,RL,73.38502673796792,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4,3,Av,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,5,Y,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,Typ,1,Attchd,1978.0,Fin,2.0,602.0,3,3,Y,303,30,0,0,0,0,0,7,2009,WD ,165500,2540.0,65.15748031496064,18.184814855510382,4,3,0,7
43,1325,50,RM,81.0,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,5,N,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,Typ,0,Attchd,1954.0,Unf,1.0,352.0,2,3,Y,0,0,0,0,0,0,0,11,2008,WD ,131500,2845.0,46.22144112478032,10.823045267489713,5,1,0,6
44,1378,20,RL,70.0,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,Typ,0,Detchd,1965.0,Unf,1.0,384.0,3,3,Y,0,0,0,0,0,0,0,2,2008,WD ,129500,2080.0,62.25961538461539,11.5625,4,3,0,7
